name;parent;description
269.501.90;269.501;Tank - ME Scavenge Air Drain
269.501.91;269.501;Tank - AE Fuel Oil Valve Cooling Fresh Water
269.501.96;269.501;Tank - Boiler Water Washing
269.501.97;269.501;Tank - Main Cooling Fresh Water Expansion
269.501.98;269.501;Tank - AE Cooling Fresh Water Expansion
269.801;269;Air Vent
27;2;MATERIAL PROTECTION
271;27;BOTTOM
273;27;EXTERNAL DECKS
273.001;273;Forecastle Deck
273.002;273;Tank Areas
273.002.01;273.002;Tank Area No 01 - Port to Stbd 
273.002.02;273.002;Tank Area No 02 - Port to Stbd 
273.002.03;273.002;Tank Area No 03 - Port to Stbd 
273.002.04;273.002;Tank Area No 04 - Port to Stbd 
273.003;273;Poop Deck
273.004;273;Accommodation including Upper Deck
273.005;273;Engine Casing and Funnel
273.006;273;Main Deck
274;27;EQUIPMENT ON EXTERNAL DECKS
274.010;274;Railing and Bulwark - Stbd
274.020;274;Railing and Bulwark - Port
278;27;EXTERNAL CATHODIC PROTECTION AND ANTIFOULING SYSTEM
278.001;278;Impressed Current Cathodic Protection (ICCP) No 01
278.002;278;Impressed Current Cathodic Protection (ICCP) No 02
278.011;278;External Hull Anodes
278.101;278;Ferrous Ion Generator (DEFCON)
28;2;MATERIAL PROTECTION
281;28;ACCOMMODATION SPACES
281.001;281;ACCOMMODATION
281.001.02;281.001;Accommodation - Upper Deck
281.001.03;281.001;Accommodation - A Deck
281.001.04;281.001;Accommodation - B Deck
281.001.05;281.001;Accommodation - C Deck
281.001.06;281.001;Accommodation - Lower Deck
281.001.07;281.001;Accommodation - D Deck
281.001.08;281.001;Accommodation - E Deck
281.001.09;281.001;Accommodation - F Deck
281.001.10;281.001;Accommodation - G Deck
281.001.11;281.001;Accommodation - H Deck
281.001.12;281.001;Accommodation - Boat Deck
281.001.13;281.001;Accommodation - Captain Deck
281.002;281;Navigation Bridge Deck
281.003;281;Compass Bridge Deck
281.101;281;DECK HOUSES
281.101.01;281.101;Provision Room
281.101.01.01;281.101.01;Meat Room
281.101.01.02;281.101.01;Fish Room
281.101.01.03;281.101.01;Vegetable Room
281.101.01.04;281.101.01;Dairy Room
281.101.01.05;281.101.01;Dry Provision Room
281.101.02;281.101;Deck Store
281.101.03;281.101;Bosun Store
281.101.04;281.101;Bosun Store
281.101.05;281.101;Paint Store
281.101.06;281.101;Emergency Generator Room
281.101.07;281.101;CO2 Tank Room
281.101.08;281.101;Forecastle Store
281.101.09;281.101;Battery Room
281.101.13;281.101;Store
281.101.14;281.101;Store
281.101.15;281.101;Lift Room
281.101.16;281.101;Air Condition Room
281.101.17;281.101;Oxygen/Acetylene Room
281.101.18;281.101;Chemical Store
281.101.19;281.101;Electrical Equipment Room
281.101.20;281.101;Hydraulic Pump Room
281.101.21;281.101;Galley
281.101.22;281.101;Laundry Room
281.101.22.01;281.101.22;Laundry Room - Officers
281.101.22.02;281.101.22;Laundry Room - Ships
281.101.22.11;281.101.22;Laundry Drying Room
281.101.23;281.101;Ships Office
281.101.24;281.101;Fire Control Station
281.101.25;281.101;Officers Recreation Room
281.101.26;281.101;Crew Recreation Room
281.101.27;281.101;Deck Work Shop
281.101.28;281.101;Sauna
281.101.29;281.101;Ballast Control Room
281.101.30;281.101;Cargo Gear Locker
281.101.31;281.101;Dry Chemical Powder Room
281.101.32;281.101;Cylinder Room
281.101.33;281.101;Bunker Locker
281.101.34;281.101;Deck Shelter
281.101.35;281.101;Garbage Room
281.101.36;281.101;Gymnasium
281.101.37;281.101;Navigation Equipment Locker
281.101.38;281.101;Mess Room - Officers
281.101.39;281.101;Mess Room - Crew
281.101.41;281.101;Pantry
281.101.42;281.101;Hospital
281.101.43;281.101;Change Room (Officer)
281.101.50;281.101;Change Room (Crew)
281.508;281;Steering Gear Room
281.599;281;Access Hatch
281.901;281;Store
281.902;281;Store
282;28;MACHINERY SPACES
282.001;282;Engine Room
282.001.01;282.001;Engine Room - Deck XX
282.001.02;282.001;Engine Room - Deck XX
282.001.03;282.001;Engine Room - Deck XX
282.001.04;282.001;Engine Room - Deck XX
282.001.05;282.001;Engine Room - Deck XX
282.001.11;282.001;Engine Room - Steering Engine Flat
282.001.12;282.001;Engine Room - Middle Flat
282.001.13;282.001;Engine Room - Lower Floor
282.001.14;282.001;Engine Room - Tank Top
282.001.21;282.001;Engine Room - Tanks
282.004;282;Auxiliary Machinery Room
282.007;282;Engine Room Casing
282.011;282;Boiler Room
282.014;282;Pump Room
282.017;282;Purifier Room
282.021;282;Engine Control Room
282.024;282;Engine Workshop
282.025;282;Electrical Workshop
282.027;282;Compressor Room
282.031;282;Generator Room
282.034;282;Thruster Room
282.037;282;Incinerator Room
282.041;282;Store Rooms
282.044;282;Emergency Fire Pump Room
282.047;282;Reliquefaction Compressor Room
282.051;282;Reliquefaction Motor Room
282.054;282;Walkways
282.101;282;Pipe Tunnel Stbd
282.102;282;Pipe Tunnel Port
283;28;CARGO HOLDS / CAR DECKS
283.001;283;
283.001.01;283.001;Car Deck No 01
283.002;283;
283.002.01;283.002;Car Deck No 02
283.002.11;283.002;Car Deck No 02 (Liftable)
283.003;283;
283.003.01;283.003;Car Deck No 03
283.004;283;
283.004.01;283.004;Car Deck No 04
283.004.11;283.004;Car Deck No 04 (Liftable)
283.005;283;
283.005.01;283.005;Car Deck No 05
283.005.11;283.005;Car Deck No 05 (Liftable)
283.006;283;
283.006.01;283.006;Car Deck No 06
283.006.11;283.006;Car Deck No 06 (Liftable)
283.007;283;
283.007.01;283.007;Car Deck No 07
283.007.11;283.007;Car Deck No 07 (Liftable)
283.008;283;
283.008.01;283.008;Car Deck No 08
283.008.11;283.008;Car Deck No 08 (Liftable)
283.008.21;283.008;Car Deck No 08 (Gas Tight)
283.009;283;
283.009.01;283.009;Car Deck No 09
283.009.11;283.009;Car Deck No 09 (Liftable)
283.010;283;
283.010.01;283.010;Car Deck No 10
283.011;283;
283.011.01;283.011;Car Deck No 11
283.011.11;283.011;Car Deck No 11 (Liftable)
283.012;283;
283.012.01;283.012;Car Deck No 12
283.013;283;
283.013.01;283.013;Car Deck No 13
283.014;283;
283.014.01;283.014;Car Deck No 14
283.015;283;
283.015.01;283.015;Car Deck No 15
283.021;283;
283.021.01;283.021;Car Deck - Garage
283.022;283;
283.022.01;283.022;Car Deck - Accommodation
283.023;283;
283.023.01;283.023;Car Deck - Bridge Deck
283.024;283;
283.024.01;283.024;Car Deck - Navigation Deck
283.051;283;LIFTABLE PANELS IN CAR DECKS
283.051.02;283.051;Liftable Panels - Car Deck No 02
283.051.04;283.051;Liftable Panels - Car Deck No 04
283.051.06;283.051;Liftable Panels - Car Deck No 06
283.051.08;283.051;Liftable Panels - Car Deck No 08
283.081;283;Valves
283.101.01;283.101;Cargo Hold No 01
283.102.01;283.102;Cargo Hold No 02
283.102.11;283.102;Cargo Hold No 02 (Water Ballast)
283.103.01;283.103;Cargo Hold No 03
283.103.11;283.103;Cargo Hold No 03 (Water Ballast)
283.104.01;283.104;Cargo Hold No 04
283.104.11;283.104;Cargo Hold No 04 (Water Ballast)
283.105.01;283.105;Cargo Hold No 05
283.105.11;283.105;Cargo Hold No 05 (Water Ballast)
283.106.01;283.106;Cargo Hold No 06
283.106.11;283.106;Cargo Hold No 06 (Water Ballast)
283.107.01;283.107;Cargo Hold No 07
283.108.01;283.108;Cargo Hold No 08
283.108.11;283.108;Cargo Hold No 08 (Water Ballast)
283.109.01;283.109;Cargo Hold No 09
283.110.01;283.110;Cargo Hold No 10
283.110.99;283.110;Cargo Hold Ladder
284;28;CARGO TANKS
284.001.01;284.001;Cargo Tank No 01 Stbd
284.001.02;284.001;Cargo Tank No 01 Port
284.002.01;284.002;Cargo Tank No 02 Stbd
284.002.02;284.002;Cargo Tank No 02 Port
284.003.01;284.003;Cargo Tank No 03 Stbd
284.003.02;284.003;Cargo Tank No 03 Port
284.004.01;284.004;Cargo Tank No 04 Stbd
284.004.02;284.004;Cargo Tank No 04 Port
284.005.01;284.005;Cargo Tank No 05 Stbd
284.005.02;284.005;Cargo Tank No 05 Port
284.006.01;284.006;Cargo Tank No 06 Stbd
284.006.02;284.006;Cargo Tank No 06 Port
284.007.01;284.007;Cargo Tank No 07 Stbd
284.007.02;284.007;Cargo Tank No 07 Port
284.008.01;284.008;Cargo Tank No 08 Stbd
284.008.02;284.008;Cargo Tank No 08 Port
284.009.01;284.009;Cargo Tank No 09 Stbd
284.009.02;284.009;Cargo Tank No 09 Port
284.010.01;284.010;Cargo Tank No 10 Stbd
284.010.02;284.010;Cargo Tank No 10 Port
284.091.01;284.091;Deck Tank Stbd
284.091.02;284.091;Deck Tank Port
284.101;284;MANHOLE COVERS - CARGO TANKS
284.101.01;284.101;Manhole Cover - Cargo Tank No 01 Stbd
284.101.02;284.101;Manhole Cover - Cargo Tank No 01 Port
284.102.01;284.102;Manhole Cover - Cargo Tank No 02 Stbd
284.102.02;284.102;Manhole Cover - Cargo Tank No 02 Port
284.103.01;284.103;Manhole Cover - Cargo Tank No 03 Stbd
284.103.02;284.103;Manhole Cover - Cargo Tank No 03 Port
284.104.01;284.104;Manhole Cover - Cargo Tank No 04 Stbd
284.104.02;284.104;Manhole Cover - Cargo Tank No 04 Port
284.105.01;284.105;Manhole Cover - Cargo Tank No 05 Stbd
284.105.02;284.105;Manhole Cover - Cargo Tank No 05 Port
284.106.01;284.106;Manhole Cover - Cargo Tank No 06 Stbd
284.106.02;284.106;Manhole Cover - Cargo Tank No 06 Port
284.107.01;284.107;Manhole Cover - Cargo Tank No 07 Stbd
284.107.02;284.107;Manhole Cover - Cargo Tank No 07 Port
284.108.01;284.108;Manhole Cover - Cargo Tank No 08 Stbd
284.108.02;284.108;Manhole Cover - Cargo Tank No 08 Port
284.109.01;284.109;Manhole Cover - Cargo Tank No 09 Stbd
284.109.02;284.109;Manhole Cover - Cargo Tank No 09 Port
284.110.01;284.110;Manhole Cover - Cargo Tank No 10 Stbd
284.110.02;284.110;Manhole Cover - Cargo Tank No 10 Port
285;28;BALLAST
285.101;285;BALLAST WATER TANKS
285.101.01;285.101;Tank - Water Ballast No 01 Stbd
285.101.02;285.101;Tank - Water Ballast No 01 Port
285.101.03;285.101;Tank - Water Ballast No 01 Center
285.102.01;285.102;Tank - Water Ballast No 02 Stbd
285.102.02;285.102;Tank - Water Ballast No 02 Port
285.102.03;285.102;Tank - Water Ballast No 02 Center
285.103.01;285.103;Tank - Water Ballast No 03 Stbd
285.103.02;285.103;Tank - Water Ballast No 03 Port
285.103.03;285.103;Tank - Water Ballast No 03 Center
285.104.01;285.104;Tank - Water Ballast No 04 Stbd
285.104.02;285.104;Tank - Water Ballast No 04 Port
285.104.03;285.104;Tank - Water Ballast No 04 Center
285.104.04;285.104;Tank - Water Ballast No 04 Stbd Center
285.104.05;285.104;Tank - Water Ballast No 04 Port Center
285.105.01;285.105;Tank - Water Ballast No 05 Stbd
285.105.02;285.105;Tank - Water Ballast No 05 Port
285.105.03;285.105;Tank - Water Ballast No 05 Center
285.105.11;285.105;Tank - Water Ballast and Dirty Water No 05 Stbd
285.106.01;285.106;Tank - Water Ballast No 06 Stbd
285.106.02;285.106;Tank - Water Ballast No 06 Port
285.106.03;285.106;Tank - Water Ballast No 06 Center
285.106.04;285.106;Tank - Water Ballast No 06 Stbd Center
285.106.05;285.106;Tank - Water Ballast No 06 Port Center
285.107.01;285.107;Tank - Water Ballast No 07 Stbd
285.107.02;285.107;Tank - Water Ballast No 07 Port
285.107.03;285.107;Tank - Water Ballast No 07 Center
285.108.01;285.108;Tank - Water Ballast No 08 Stbd
285.108.02;285.108;Tank - Water Ballast No 08 Port
285.108.03;285.108;Tank - Water Ballast No 08 Center
285.109.01;285.109;Tank - Water Ballast No 09 Stbd
285.109.02;285.109;Tank - Water Ballast No 09 Port
285.109.03;285.109;Tank - Water Ballast No 09 Center
285.110.01;285.110;Tank - Water Ballast No 10 Stbd
285.110.02;285.110;Tank - Water Ballast No 10 Port
285.110.03;285.110;Tank - Water Ballast No 10 Center
285.119.01;285.119;Tank - Dirty Water Ballast
285.119.02;285.119;Tank - Dirty Water Ballast
285.121;285;SIDE WATER BALLAST TANKS
285.121.01;285.121;Tank - Side Water Ballast No 01 Stbd
285.121.02;285.121;Tank - Side Water Ballast No 01 Port
285.121.03;285.121;Tank - Side Water Ballast No 01 Center
285.122.01;285.122;Tank - Side Water Ballast No 02 Stbd
285.122.02;285.122;Tank - Side Water Ballast No 02 Port
285.122.03;285.122;Tank - Side Water Ballast No 02 Center
285.123.01;285.123;Tank - Side Water Ballast No 03 Stbd
285.123.02;285.123;Tank - Side Water Ballast No 03 Port
285.123.03;285.123;Tank - Side Water Ballast No 03 Center
285.124.01;285.124;Tank - Side Water Ballast No 04 Stbd
285.124.02;285.124;Tank - Side Water Ballast No 04 Port
285.124.03;285.124;Tank - Side Water Ballast No 04 Center
285.125.01;285.125;Tank - Side Water Ballast No 05 Stbd
285.125.02;285.125;Tank - Side Water Ballast No 05 Port
285.125.03;285.125;Tank - Side Water Ballast No 05 Center
285.126.01;285.126;Tank - Side Water Ballast No 06 Stbd
285.126.02;285.126;Tank - Side Water Ballast No 06 Port
285.126.03;285.126;Tank - Side Water Ballast No 06 Center
285.127.01;285.127;Tank - Side Water Ballast No 07 Stbd
285.127.02;285.127;Tank - Side Water Ballast No 07 Port
285.127.03;285.127;Tank - Side Water Ballast No 07 Center
285.141;285;FIXED BALLAST TANKS
285.141.01;285.141;Tank - Fixed Ballast No 01 Stbd
285.141.02;285.141;Tank - Fixed Ballast No 01 Port
285.141.03;285.141;Tank - Fixed Ballast No 01 Center
285.142.01;285.142;Tank - Fixed Ballast No 02 Stbd
285.142.02;285.142;Tank - Fixed Ballast No 02 Port
285.142.03;285.142;Tank - Fixed Ballast No 02 Center
285.143.01;285.143;Tank - Fixed Ballast No 03 Stbd
285.143.02;285.143;Tank - Fixed Ballast No 03 Port
285.143.03;285.143;Tank - Fixed Ballast No 03 Center
285.144.01;285.144;Tank - Fixed Ballast No 04 Stbd
285.144.02;285.144;Tank - Fixed Ballast No 04 Port
285.144.03;285.144;Tank - Fixed Ballast No 04 Center
285.151;285;SOLID BALLAST
285.151.01;285.151;Tank - Solid Ballast SP No 01 Stbd
285.151.02;285.151;Tank - Solid Ballast SP No 01 Port
285.151.03;285.151;Tank - Solid Ballast SP No 01 Center
285.152.01;285.152;Tank - Solid Ballast SP No 02 Stbd
285.152.02;285.152;Tank - Solid Ballast SP No 02 Port
285.152.03;285.152;Tank - Solid Ballast SP No 02 Center
285.161;285;HEELING TANKS
285.161.01;285.161;Tank - Heeling Stbd
285.161.02;285.161;Tank - Heeling Port
285.161.03;285.161;Tank - Heeling Center
285.162.02;285.162;Tank - Water Ballast Double Bottom No 02 Stbd
285.171.01;285.171;Tank - Deep Water Ballast Stbd
285.171.02;285.171;Tank - Deep Water Ballast Port
285.171.03;285.171;Tank - Deep Water Ballast Center
285.176.01;285.176;Tank - Top Water Ballast Stbd
285.176.02;285.176;Tank - Top Water Ballast Port
285.181.01;285.181;Tank - Fore Peak Stbd
285.181.02;285.181;Tank - Fore Peak Port
285.181.03;285.181;Tank - Fore Peak Center
285.181.04;285.181;Tank - Fore Peak Deep
285.181.11;285.181;Tank - Fore Peak Upper
285.181.12;285.181;Tank - Fore Peak Lower
285.191.01;285.191;Tank - Aft Peak Stbd
285.191.02;285.191;Tank - Aft Peak Port
285.191.03;285.191;Tank - Aft Peak Center
285.191.04;285.191;Tank - Aft Peak Deep
285.201;285;DOUBLE BOTTOM TANKS
285.201.01;285.201;Tank - Double Bottom Water Ballast No 01 Stbd
285.201.02;285.201;Tank - Double Bottom Water Ballast No 01 Port
285.201.03;285.201;Tank - Double Bottom Water Ballast No 01 Center
285.202.01;285.202;Tank - Double Bottom Water Ballast No 02 Stbd
285.202.02;285.202;Tank - Double Bottom Water Ballast No 02 Port
285.202.03;285.202;Tank - Double Bottom Water Ballast No 02 Center
285.203.01;285.203;Tank - Double Bottom Water Ballast No 03 Stbd
285.203.02;285.203;Tank - Double Bottom Water Ballast No 03 Port
285.203.03;285.203;Tank - Double Bottom Water Ballast No 03 Center
285.204.01;285.204;Tank - Double Bottom Water Ballast No 04 Stbd
285.204.02;285.204;Tank - Double Bottom Water Ballast No 04 Port
285.204.03;285.204;Tank - Double Bottom Water Ballast No 04 Center
285.204.04;285.204;Tank - Double Bottom Water Ballast No 04 Outer Stbd
285.204.05;285.204;Tank - Double Bottom Water Ballast No 04 Outer Port
285.205.01;285.205;Tank - Double Bottom Water Ballast No 05 Stbd
285.205.02;285.205;Tank - Double Bottom Water Ballast No 05 Port
285.205.03;285.205;Tank - Double Bottom Water Ballast No 05 Center
285.206.01;285.206;Tank - Double Bottom Water Ballast No 06 Stbd
285.206.02;285.206;Tank - Double Bottom Water Ballast No 06 Port
285.206.03;285.206;Tank - Double Bottom Water Ballast No 06 Center
285.207.01;285.207;Tank - Double Bottom Water Ballast No 07 Stbd
285.207.02;285.207;Tank - Double Bottom Water Ballast No 07 Port
285.207.03;285.207;Tank - Double Bottom Water Ballast No 07 Center
285.221.01;285.221;Tank - Lower Water Ballast No 01 Stbd
285.221.02;285.221;Tank - Lower Water Ballast No 01 Port
285.221.03;285.221;Tank - Lower Water Ballast No 01 Center
285.222.01;285.222;Tank - Lower Water Ballast No 02 Stbd
285.222.02;285.222;Tank - Lower Water Ballast No 02 Port
285.222.03;285.222;Tank - Lower Water Ballast No 02 Center
285.223.01;285.223;Tank - Lower Water Ballast No 03 Stbd
285.223.02;285.223;Tank - Lower Water Ballast No 03 Port
285.223.03;285.223;Tank - Lower Water Ballast No 03 Center
285.224.01;285.224;Tank - Lower Water Ballast No 04 Stbd
285.224.02;285.224;Tank - Lower Water Ballast No 04 Port
285.224.03;285.224;Tank - Lower Water Ballast No 04 Center
285.225.01;285.225;Tank - Lower Water Ballast No 05 Stbd
285.225.02;285.225;Tank - Lower Water Ballast No 05 Port
285.225.03;285.225;Tank - Lower Water Ballast No 05 Center
285.226.01;285.226;Tank - Lower Water Ballast No 06 Stbd
285.226.02;285.226;Tank - Lower Water Ballast No 06 Port
285.226.03;285.226;Tank - Lower Water Ballast No 06 Center
285.227.01;285.227;Tank - Lower Water Ballast No 07 Stbd
285.227.02;285.227;Tank - Lower Water Ballast No 07 Port
